PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,methods_used,methods_name
35433567,"The Text Mining Technique Applied to the Analysis of Health Interventions to Combat Congenital Syphilis in Brazil: The Case of the ""Syphilis No!"" Project","da Rocha MA, Dos Santos MM, Fontes RS, de Melo ASP, Cunha-Oliveira A, Miranda AE, de Oliveira CAP, Oliveira HG, GusmÃ£o CMG, Lima TGFMS, Pinto R, Barros DMS, Valentim RAM.",Front Public Health. 2022 Mar 30;10:855680. doi: 10.3389/fpubh.2022.855680. eCollection 2022.,da Rocha MA,Front Public Health,2022,2022/04/18,PMC9005801,,10.3389/fpubh.2022.855680,"Congenital syphilis (CS) remains a threat to public health worldwide, especially in developing countries. To mitigate the impacts of the CS epidemic, the Brazilian government has developed a national intervention project called ""Syphilis No."" Thus, among its range of actions is the production of thousands of writings featuring the experiences of research and intervention supporters (RIS) of the project, called field researchers. In addition, this large volume of base data was subjected to analysis through data mining, which may contribute to better strategies for combating syphilis. Natural language processing is a form of knowledge extraction. First, the database extracted from the ""LUES Platform"" with 4,874 documents between 2018 and 2020 was employed. This was followed by text preprocessing, selecting texts referring to the field researchers' reports for analysis. Finally, for analyzing the documents, N-grams extraction (N = 2,3,4) was performed. The combination of the TF-IDF metric with the BoW algorithm was applied to assess terms' importance and frequency and text clustering. In total, 1019 field activity reports were mined. Word extraction from the text mining method set out the following guiding axioms from the bigrams: ""confronting syphilis in primary health care;"" ""investigation committee for congenital syphilis in the territory;"" ""municipal plan for monitoring and investigating syphilis cases through health surveillance;"" ""women's healthcare networks for syphilis in pregnant;"" ""diagnosis and treatment with a focus on rapid testing."" Text mining may serve public health research subjects when used in parallel with the conventional content analysis method. The computational method extracted intervention activities from field researchers, also providing inferences on how the strategies of the ""Syphilis No"" Project influenced the decrease in congenital syphilis cases in the territory.",other,"['language processing', 'text mining', 'language processing']"
34839182,Natural language processing of head CT reports to identify intracranial mass effect: CTIME algorithm,"Gordon AJ, Banerjee I, Block J, Winstead-Derlega C, Wilson JG, Mitarai T, Jarrett M, Sanyal J, Rubin DL, Wintermark M, Kohn MA.",Am J Emerg Med. 2022 Jan;51:388-392. doi: 10.1016/j.ajem.2021.11.001. Epub 2021 Nov 9.,Gordon AJ,Am J Emerg Med,2022,2021/11/28,,,10.1016/j.ajem.2021.11.001,"BACKGROUND: The Mortality Probability Model (MPM) is used in research and quality improvement to adjust for severity of illness and can also inform triage decisions. However, a limitation for its automated use or application is that it includes the variable ""intracranial mass effect"" (IME), which requires human engagement with the electronic health record (EHR). We developed and tested a natural language processing (NLP) algorithm to identify IME from CT head reports.
METHODS: We obtained initial CT head reports from adult patients who were admitted to the ICU from our ED between 10/2013 and 9/2016. Each head CT head report was labeled yes/no IME by at least two of five independent labelers. The reports were then randomly divided 80/20 into training and test sets. All reports were preprocessed to remove linguistic and style variability, and a dictionary was created to map similar common terms. We tested three vectorization strategies: Term Frequency-Inverse Document frequency (TF-IDF), Word2Vec, and Universal Sentence Encoder to convert the report text to a numerical vector. This vector served as the input to a classification-tree-based ensemble machine learning algorithm (XGBoost). After training, model performance was assessed in the test set using the area under the receiver operating characteristic curve (AUROC). We also divided the continuous range of scores into positive/inconclusive/negative categories for IME.
RESULTS: Of the 1202 CT reports in the training set, 308 (25.6%) reports were manually labeled as ""yes"" for IME. Of the 355 reports in the test set, 108 (30.4%) were labeled as ""yes"" for IME. The TF-IDF vectorization strategy as an input for the XGBoost model had the best AUROC:-- 0.9625 (95% CI 0.9443-0.9807). TF-IDF score categories were defined and had the following likelihood ratios: ""positive"" (TF-IDF scoreÂ >Â 0.5) LRÂ =Â 24.59; ""inconclusive"" (TF-IDF 0.05-0.5) LRÂ =Â 0.99; and ""negative"" (TF-IDFÂ <Â 0.05) LRÂ =Â 0.05. 82% of reports were classified as either ""positive"" or ""negative"". In the test set, only 4 of 199 (2.0%) reports with a ""negative"" classification were false negatives and only 8 of 93 (8.6%) reports classified as ""positive"" were false positives.
CONCLUSION: NLP can accurately identify IME from free-text reports of head CTs in approximately 80% of records, adequate to allow automatic calculation of MPM based on EHR data for many applications.",other,"['language processing', 'natural language processing', 'language processing', 'natural language processing', 'ensemble']"
33936503,A Preliminary Characterization of Canonicalized and Non-Canonicalized Section Headers Across Variable Clinical Note Types,"Wang J, Yu S, Davoudi A, Mowery DL.",AMIA Annu Symp Proc. 2021 Jan 25;2020:1268-1276. eCollection 2020.,Wang J,AMIA Annu Symp Proc,2021,2021/05/03,PMC8075444,,,"In the electronic health record, the majority of clinically relevant information is stored within clinical notes. Most clinical notes follow a set organizational structure composed of canonicalized section headers that facilitate clinical review and information gathering. Standardized section header terminologies such as the SecTag terminology permit the identification and standardization of headers to a canonicalized form. Although the SecTag terminology has been evaluated extensively for history & physical notes, the coverage of canonical section header terms has not been assessed across other note types. For this pilot study, we conducted a coverage study and characterization of canonical section headers across 5 common, clinical note types and a generalizability study of canonical section headers detected within two types of clinical notes from Penn Medicine.",other,[]
32504536,Perspective: Towards Automated Tracking of Content and Evidence Appraisal of Nutrition Research,"Yang C, Hawwash D, De Baets B, Bouwman J, Lachat C.",Adv Nutr. 2020 Sep 1;11(5):1079-1088. doi: 10.1093/advances/nmaa057.,Yang C,Adv Nutr,2020,2020/06/07,PMC7490154,,10.1093/advances/nmaa057,"Robust recommendations for healthy diets and nutrition require careful synthesis of available evidence. Given the increasing volume of research articles generated, the retrieval and synthesis of evidence are increasingly becoming laborious and time-consuming. Information technology could help to reduce workload for humans. To guide supervised learning however, human identification of key study characteristics is necessary. Reporting guidelines recommend that authors include essential content in articles and could generate manually labeled training data for automated evidence retrieval and synthesis. Here, we present a semiautomated approach to annotate, link, and track the content of nutrition research manuscripts. We used the STROBE extension for nutritional epidemiology (STROBE-nut) reporting guidelines to manually annotate a sample of 15 articles and converted the semantic information into linked data in a Neo4j graph database through an automated process. Six summary statistics were computed to estimate the reporting completeness of the articles. The content structure, presence of essential study characteristics as well as the reporting completeness of the articles are visualized automatically from the graph database. The archived linked data are interoperable through their annotations and relations. A graph database with linked data on essential study characteristics can enable Natural Language Processing in nutrition.",other,['visual']
32172185,Towards data-driven medical imaging using natural language processing in patients with suspected urolithiasis,"Jungmann F, KÃ¤mpgen B, Mildenberger P, Tsaur I, Jorg T, DÃ¼ber C, Mildenberger P, Kloeckner R.",Int J Med Inform. 2020 May;137:104106. doi: 10.1016/j.ijmedinf.2020.104106. Epub 2020 Feb 29.,Jungmann F,Int J Med Inform,2020,2020/03/16,,,10.1016/j.ijmedinf.2020.104106,"OBJECTIVE: The majority of radiological reports are still written as free text and lack structure. Further evaluation of free-text reports is difficult to achieve without a great deal of manual effort, and is not possible in everyday clinical practice. This study aims to automatically capture clinical information and positive hit rates from narrative radiological reports of suspected urolithiasis using natural language processing (NLP).
METHODS: Narrative reports of low dose computed tomography (CT) of the retroperitoneum from April 2016 to July 2018 (n = 1714) were analyzed using NLP. These free-text reports were automatically structured based on RadLex concepts. Manual feedback was used to test and train the NLP engine to further enhance the performance. The chi-squared test, phi coefficient, and logistic regression analysis were performed to determine the effect of clinical information on the positive hit rate of urolithiasis.
RESULTS: Urolithiasis was affirmed in 72 % of the reports; in 38 % at least one stone was described in the kidneys, and in 45 % at least one stone was described in the ureter. Clinical information, such as previous stone history and obstructive uropathy, showed a strong correlation with confirmed urolithiasis (p = 0.001). Previous stone history and the combination of obstructive uropathy and loin pain had the highest association with positive urolithiasis (p < 0.001).
CONCLUSION: Applying this NLP approach to already existing free-text reports allows the conversion of such reports into a structured form. This may be valuable for epidemiological studies, to evaluate the appropriateness of CT examinations, or to answer a variety of research questions.",other,"['language processing', 'natural language processing', 'language processing', 'natural language processing']"
31804782,Assessing the Accuracy of Machine-Assisted Abstract Screening With DistillerAI: A User Study,"Gartlehner G, Wagner G, Lux L, Affengruber L, Dobrescu A, Kaminski-Hartenthaler A, Viswanathan M.",Rockville (MD): Agency for Healthcare Research and Quality (US); 2019 Nov. Report No.: 19(20)-EHC026-EF.,Gartlehner G,Assessing the Accuracy of Machine-Assisted Abstract Screening With DistillerAI: A User Study,2019,2019/11/01,,,,"BACKGROUND: Web applications that employ natural language processing technologies such as text mining and text classification to support systematic reviewers during abstract screening have become more user friendly and more common. Such semi-automated screening tools can increase efficiency by reducing the number of abstracts needed to screen or by replacing one screener after adequately training the algorithm of the machine. Savings in workload between 30 percent and 70 percent might be possible with the use of such tools. The goal of our project was to conduct a case study to explore a screening approach that temporarily replaces a human screener with a semi-automated screening tool.
METHODS: To address our objective, we evaluated the accuracy of a machine-assisted screening approach using an Agency for Healthcare Research and Quality comparative effectiveness review as the reference standard. We chose DistillerAI as a semi-automated screening tool for our project, applying its naÃ¯ve Bayesian machine-learning option. Five teams screened the same 2,472 abstracts in parallel, using the machine-assisted approach. Each team trained DistillerAI with 300 randomly selected abstracts that the team screened dually. For the remaining 2,172 abstracts, DistillerAI replaced one human screener in each team and provided predictions about the relevance of records. We used a prediction score of 0.5 (i.e., inconclusive) or greater to classify a record as an inclusion. A single reviewer also screened all remaining abstracts. A second human screener resolved conflicts between the single reviewer and DistillerAI. We compared the decisions of the machine-assisted approach, single-reviewer screening (i.e., no machine assistance), and screening with DistillerAI alone (i.e., no human involvement after training) against the reference standard and calculated sensitivities, specificities, and the area under the receiver operating characteristics curve. In addition, we determined the interrater agreement, the proportion of included abstracts, and the number of conflicts between human screeners and DistillerAI.
RESULTS: The mean sensitivity of the machine-assisted screening approach across the five screening teams was 78 percent (95% confidence interval [CI], 66% to 90%), and the mean specificity was 95 percent (95% CI, 92% to 97%). By comparison, the sensitivity of single-reviewer screening was also 78 percent (95% CI, 66% to 89%); the sensitivity of DistillerAI alone was 14 percent (95% CI, 0% to 31%). Specificities for single-reviewer screening and DistillerAI alone were 94 percent (95% CI, 91% to 97%) and 98 percent (95% CI, 97% to 100%), respectively. Machine-assisted screening and single-reviewer screening had similar areas under the curve (0.87 and 0.86, respectively); by contrast, the area under the curve for DistillerAI alone was just slightly better than chance (0.56). The interrater agreement between human screeners and DistillerAI with a prevalence-adjusted kappa was 0.85 (95% CI, 0.84 to 0.86).
DISCUSSION: Findings of our study indicate that the accuracy of DistillerAI is not yet adequate to replace a human screener temporarily during abstract screening. The approach that we tested missed too many relevant studies and created too many conflicts between human screeners and DistillerAI. Rapid reviews, which do not require detecting the totality of the relevant evidence, may find semi-automation tools to have greater utility than traditional systematic reviews.",other,"['dl', 'language processing', 'natural language processing', 'text mining', 'language processing', 'natural language processing']"
31414700,Real world evidence in cardiovascular medicine: ensuring data validity in electronic health record-based studies,"Hernandez-Boussard T, Monda KL, Crespo BC, Riskin D.",J Am Med Inform Assoc. 2019 Nov 1;26(11):1189-1194. doi: 10.1093/jamia/ocz119.,Hernandez-Boussard T,J Am Med Inform Assoc,2019,2019/08/16,PMC6798570,,10.1093/jamia/ocz119,"OBJECTIVE: With growing availability of digital health data and technology, health-related studies are increasingly augmented or implemented using real world data (RWD). Recent federal initiatives promote the use of RWD to make clinical assertions that influence regulatory decision-making. Our objective was to determine whether traditional real world evidence (RWE) techniques in cardiovascular medicine achieve accuracy sufficient for credible clinical assertions, also known as ""regulatory-grade"" RWE.
DESIGN: Retrospective observational study using electronic health records (EHR), 2010-2016.
METHODS: A predefined set of clinical concepts was extracted from EHR structured (EHR-S) and unstructured (EHR-U) data using traditional query techniques and artificial intelligence (AI) technologies, respectively. Performance was evaluated against manually annotated cohorts using standard metrics. Accuracy was compared to pre-defined criteria for regulatory-grade. Differences in accuracy were compared using Chi-square test.
RESULTS: The dataset included 10 840 clinical notes. Individual concept occurrence ranged from 194 for coronary artery bypass graft to 4502 for diabetes mellitus. In EHR-S, average recall and precision were 51.7% and 98.3%, respectively and 95.5% and 95.3% in EHR-U, respectively. For each clinical concept, EHR-S accuracy was below regulatory-grade, while EHR-U met or exceeded criteria, with the exception of medications.
CONCLUSIONS: Identifying an appropriate RWE approach is dependent on cohorts studied and accuracy required. In this study, recall varied greatly between EHR-S and EHR-U. Overall, EHR-S did not meet regulatory grade criteria, while EHR-U did. These results suggest that recall should be routinely measured in EHR-based studes intended for regulatory use. Furthermore, advanced data and technologies may be required to achieve regulatory grade results.",other,[]
30611893,A systematic approach for developing a corpus of patient reported adverse drug events: A case study for SSRI and SNRI medications,"Zolnoori M, Fung KW, Patrick TB, Fontelo P, Kharrazi H, Faiola A, Wu YSS, Eldredge CE, Luo J, Conway M, Zhu J, Park SK, Xu K, Moayyed H, Goudarzvand S.",J Biomed Inform. 2019 Feb;90:103091. doi: 10.1016/j.jbi.2018.12.005. Epub 2019 Jan 4.,Zolnoori M,J Biomed Inform,2019,2019/01/07,,,10.1016/j.jbi.2018.12.005,"""Psychiatric Treatment Adverse Reactions"" (PsyTAR) corpus is an annotated corpus that has been developed using patients narrative data for psychiatric medications, particularly SSRIs (Selective Serotonin Reuptake Inhibitor) and SNRIs (Serotonin Norepinephrine Reuptake Inhibitor) medications. This corpus consists of three main components: sentence classification, entity identification, and entity normalization. We split the review posts into sentences and labeled them for presence of adverse drug reactions (ADRs) (2168 sentences), withdrawal symptoms (WDs) (438 sentences), sign/symptoms/illness (SSIs) (789 sentences), drug indications (517), drug effectiveness (EF) (1087 sentences), and drug infectiveness (INF) (337 sentences). In the entity identification phase, we identified and extracted ADRs (4813 mentions), WDs (590 mentions), SSIs (1219 mentions), and DIs (792). In the entity normalization phase, we mapped the identified entities to the corresponding concepts in both UMLS (918 unique concepts) and SNOMED CT (755 unique concepts). Four annotators double coded the sentences and the span of identified entities by strictly following guidelines rules developed for this study. We used the PsyTAR sentence classification component to automatically train a range of supervised machine learning classifiers to identifying text segments with the mentions of ADRs, WDs, DIs, SSIs, EF, and INF. SVMs classifiers had the highest performance with F-Score 0.90. We also measured performance of the cTAKES (clinical Text Analysis and Knowledge Extraction System) in identifying patients' expressions of ADRs and WDs with and without adding PsyTAR dictionary to the core dictionary of cTAKES. Augmenting cTAKES dictionary with PsyTAR improved the F-score cTAKES by 25%. The findings imply that PsyTAR has significant implications for text mining algorithms aimed to identify information about adverse drug events and drug effectiveness from patients' narratives data, by linking the patients' expressions of adverse drug events to medical standard vocabularies. The corpus is publicly available at Zolnoori et al. [30].",other,['text mining']
29907560,Validation of a Natural Language Processing Algorithm for Detecting Infectious Disease Symptoms in Primary Care Electronic Medical Records in Singapore,"Hardjojo A, Gunachandran A, Pang L, Abdullah MRB, Wah W, Chong JWC, Goh EH, Teo SH, Lim G, Lee ML, Hsu W, Lee V, Chen MI, Wong F, Phang JSK.",JMIR Med Inform. 2018 Jun 11;6(2):e36. doi: 10.2196/medinform.8204.,Hardjojo A,JMIR Med Inform,2018,2018/06/17,PMC6026305,,10.2196/medinform.8204,"BACKGROUND: Free-text clinical records provide a source of information that complements traditional disease surveillance. To electronically harness these records, they need to be transformed into codified fields by natural language processing algorithms.
OBJECTIVE: The aim of this study was to develop, train, and validate Clinical History Extractor for Syndromic Surveillance (CHESS), an natural language processing algorithm to extract clinical information from free-text primary care records.
METHODS: CHESS is a keyword-based natural language processing algorithm to extract 48 signs and symptoms suggesting respiratory infections, gastrointestinal infections, constitutional, as well as other signs and symptoms potentially associated with infectious diseases. The algorithm also captured the assertion status (affirmed, negated, or suspected) and symptom duration. Electronic medical records from the National Healthcare Group Polyclinics, a major public sector primary care provider in Singapore, were randomly extracted and manually reviewed by 2 human reviewers, with a third reviewer as the adjudicator. The algorithm was evaluated based on 1680 notes against the human-coded result as the reference standard, with half of the data used for training and the other half for validation.
RESULTS: The symptoms most commonly present within the 1680 clinical records at the episode level were those typically present in respiratory infections such as cough (744/7703, 9.66%), sore throat (591/7703, 7.67%), rhinorrhea (552/7703, 7.17%), and fever (928/7703, 12.04%). At the episode level, CHESS had an overall performance of 96.7% precision and 97.6% recall on the training dataset and 96.0% precision and 93.1% recall on the validation dataset. Symptoms suggesting respiratory and gastrointestinal infections were all detected with more than 90% precision and recall. CHESS correctly assigned the assertion status in 97.3%, 97.9%, and 89.8% of affirmed, negated, and suspected signs and symptoms, respectively (97.6% overall accuracy). Symptom episode duration was correctly identified in 81.2% of records with known duration status.
CONCLUSIONS: We have developed an natural language processing algorithm dubbed CHESS that achieves good performance in extracting signs and symptoms from primary care free-text clinical records. In addition to the presence of symptoms, our algorithm can also accurately distinguish affirmed, negated, and suspected assertion statuses and extract symptom durations.",other,"['language processing', 'natural language processing', 'language processing', 'natural language processing']"
27902695,Text Mining Genotype-Phenotype Relationships from Biomedical Literature for Database Curation and Precision Medicine,"Singhal A, Simmons M, Lu Z.",PLoS Comput Biol. 2016 Nov 30;12(11):e1005017. doi: 10.1371/journal.pcbi.1005017. eCollection 2016 Nov.,Singhal A,PLoS Comput Biol,2016,2016/12/01,PMC5130168,,10.1371/journal.pcbi.1005017,"The practice of precision medicine will ultimately require databases of genes and mutations for healthcare providers to reference in order to understand the clinical implications of each patient's genetic makeup. Although the highest quality databases require manual curation, text mining tools can facilitate the curation process, increasing accuracy, coverage, and productivity. However, to date there are no available text mining tools that offer high-accuracy performance for extracting such triplets from biomedical literature. In this paper we propose a high-performance machine learning approach to automate the extraction of disease-gene-variant triplets from biomedical literature. Our approach is unique because we identify the genes and protein products associated with each mutation from not just the local text content, but from a global context as well (from the Internet and from all literature in PubMed). Our approach also incorporates protein sequence validation and disease association using a novel text-mining-based machine learning approach. We extract disease-gene-variant triplets from all abstracts in PubMed related to a set of ten important diseases (breast cancer, prostate cancer, pancreatic cancer, lung cancer, acute myeloid leukemia, Alzheimer's disease, hemochromatosis, age-related macular degeneration (AMD), diabetes mellitus, and cystic fibrosis). We then evaluate our approach in two ways: (1) a direct comparison with the state of the art using benchmark datasets; (2) a validation study comparing the results of our approach with entries in a popular human-curated database (UniProt) for each of the previously mentioned diseases. In the benchmark comparison, our full approach achieves a 28% improvement in F1-measure (from 0.62 to 0.79) over the state-of-the-art results. For the validation study with UniProt Knowledgebase (KB), we present a thorough analysis of the results and errors. Across all diseases, our approach returned 272 triplets (disease-gene-variant) that overlapped with entries in UniProt and 5,384 triplets without overlap in UniProt. Analysis of the overlapping triplets and of a stratified sample of the non-overlapping triplets revealed accuracies of 93% and 80% for the respective categories (cumulative accuracy, 77%). We conclude that our process represents an important and broadly applicable improvement to the state of the art for curation of disease-gene-variant relationships.",other,"['dl', 'text mining']"
38985468,Fairness in Predicting Cancer Mortality Across Racial Subgroups,"Ganta T, Kia A, Parchure P, Wang MH, Besculides M, Mazumdar M, Smith CB.",JAMA Netw Open. 2024 Jul 1;7(7):e2421290. doi: 10.1001/jamanetworkopen.2024.21290.,Ganta T,JAMA Netw Open,2024,2024/07/10,PMC11238025,,10.1001/jamanetworkopen.2024.21290,"IMPORTANCE: Machine learning has potential to transform cancer care by helping clinicians prioritize patients for serious illness conversations. However, models need to be evaluated for unequal performance across racial groups (ie, racial bias) so that existing racial disparities are not exacerbated.
OBJECTIVE: To evaluate whether racial bias exists in a predictive machine learning model that identifies 180-day cancer mortality risk among patients with solid malignant tumors.
DESIGN, SETTING, AND PARTICIPANTS: In this cohort study, a machine learning model to predict cancer mortality for patients aged 21 years or older diagnosed with cancer between January 2016 and December 2021 was developed with a random forest algorithm using retrospective data from the Mount Sinai Health System cancer registry, Social Security Death Index, and electronic health records up to the date when databases were accessed for cohort extraction (February 2022).
EXPOSURE: Race category.
MAIN OUTCOMES AND MEASURES: The primary outcomes were model discriminatory performance (area under the receiver operating characteristic curve [AUROC], F1 score) among each race category (Asian, Black, Native American, White, and other or unknown) and fairness metrics (equal opportunity, equalized odds, and disparate impact) among each pairwise comparison of race categories. True-positive rate ratios represented equal opportunity; both true-positive and false-positive rate ratios, equalized odds; and the percentage of predictive positive rate ratios, disparate impact. All metrics were estimated as a proportion or ratio, with variability captured through 95% CIs. The prespecified criterion for the model's clinical use was a threshold of at least 80% for fairness metrics across different racial groups to ensure the model's prediction would not be biased against any specific race.
RESULTS: The test validation dataset included 43â¯274 patients with balanced demographics. Mean (SD) age was 64.09 (14.26) years, with 49.6% older than 65 years. A total of 53.3% were female; 9.5%, Asian; 18.9%, Black; 0.1%, Native American; 52.2%, White; and 19.2%, other or unknown race; 0.1% had missing race data. A total of 88.9% of patients were alive, and 11.1% were dead. The AUROCs, F1 scores, and fairness metrics maintained reasonable concordance among the racial subgroups: the AUROCs ranged from 0.75 (95% CI, 0.72-0.78) for Asian patients and 0.75 (95% CI, 0.73-0.77) for Black patients to 0.77 (95% CI, 0.75-0.79) for patients with other or unknown race; F1 scores, from 0.32 (95% CI, 0.32-0.33) for White patients to 0.40 (95% CI, 0.39-0.42) for Black patients; equal opportunity ratios, from 0.96 (95% CI, 0.95-0.98) for Black patients compared with White patients to 1.02 (95% CI, 1.00-1.04) for Black patients compared with patients with other or unknown race; equalized odds ratios, from 0.87 (95% CI, 0.85-0.92) for Black patients compared with White patients to 1.16 (1.10-1.21) for Black patients compared with patients with other or unknown race; and disparate impact ratios, from 0.86 (95% CI, 0.82-0.89) for Black patients compared with White patients to 1.17 (95% CI, 1.12-1.22) for Black patients compared with patients with other or unknown race.
CONCLUSIONS AND RELEVANCE: In this cohort study, the lack of significant variation in performance or fairness metrics indicated an absence of racial bias, suggesting that the model fairly identified cancer mortality risk across racial groups. It remains essential to consistently review the model's application in clinical settings to ensure equitable patient care.",other,[]
38578781,Does radiofrequency ablation procedural data improve the accuracy of identifying atrial fibrillation recurrence?,"Peng M, Doshi A, Amos Y, Tsoref L, Amit M, Yungher D, Khanna R, Coplan PM.",PLoS One. 2024 Apr 5;19(4):e0300309. doi: 10.1371/journal.pone.0300309. eCollection 2024.,Peng M,PLoS One,2024,2024/04/05,PMC10997092,,10.1371/journal.pone.0300309,"Radiofrequency ablation (RFA) using the CARTO 3D mapping system is a common approach for pulmonary vein isolation to treat atrial fibrillation (AF). Linkage between CARTO procedural data and patients' electronical health records (EHR) provides an opportunity to identify the ablation-related parameters that would predict AF recurrence. The objective of this study is to assess the incremental accuracy of RFA procedural data to predict post-ablation AF recurrence using machine learning model. Procedural data generated during RFA procedure were downloaded from CARTONET and linked to deidentified Mercy Health EHR data. Data were divided into train (70%) and test (30%) data for model development and validation. Automate machine learning (AutoML) was used to predict 1 year AF recurrence, defined as a composite of repeat ablation, electrical cardioversion, and AF hospitalization. At first, AutoML model only included Patients' demographic and clinical characteristics. Second, an AutoML model with procedural variables and demographical/clinical variables was developed. Area under receiver operating characteristic curve (AUROC) and net reclassification improvement (NRI) were used to compare model performances using test data. Among 306 patients, 67 (21.9%) patients experienced 1-year AF recurrence. AUROC increased from 0.66 to 0.78 after adding procedural data in the AutoML model based on test data. For patients with AF recurrence, NRI was 32% for model with procedural data. Nine of 10 important predictive features were CARTO procedural data. From CARTO procedural data, patients with lower contact force in right inferior site, long ablation duration, and low number of left inferior and right roof lesions had a higher risk of AF recurrence. Patients with persistent AF were more likely to have AF recurrence. The machine learning model with procedural data better predicted 1-year AF recurrence than the model without procedural data. The model could be used for identification of patients with high risk of AF recurrence post ablation.",other,[]
38259742,A machine learning model to predict the risk of depression in US adults with obstructive sleep apnea hypopnea syndrome: a cross-sectional study,"Li E, Ai F, Liang C.",Front Public Health. 2024 Jan 8;11:1348803. doi: 10.3389/fpubh.2023.1348803. eCollection 2023.,Li E,Front Public Health,2024,2024/01/23,PMC10800603,,10.3389/fpubh.2023.1348803,"OBJECTIVE: Depression is very common and harmful in patients with obstructive sleep apnea hypopnea syndrome (OSAHS). It is necessary to screen OSAHS patients for depression early. However, there are no validated tools to assess the likelihood of depression in patients with OSAHS. This study used data from the National Health and Nutrition Examination Survey (NHANES) database and machine learning (ML) methods to construct a risk prediction model for depression, aiming to predict the probability of depression in the OSAHS population. Relevant features were analyzed and a nomogram was drawn to visually predict and easily estimate the risk of depression according to the best performing model.
STUDY DESIGN: This is a cross-sectional study.
METHODS: Data from three cycles (2005-2006, 2007-2008, and 2015-2016) were selected from the NHANES database, and 16 influencing factors were screened and included. Three prediction models were established by the logistic regression algorithm, least absolute shrinkage and selection operator (LASSO) algorithm, and random forest algorithm, respectively. The receiver operating characteristic (ROC) area under the curve (AUC), specificity, sensitivity, and decision curve analysis (DCA) were used to assess evaluate and compare the different ML models.
RESULTS: The logistic regression model had lower sensitivity than the lasso model, while the specificity and AUC area were higher than the random forest and lasso models. Moreover, when the threshold probability range was 0.19-0.25 and 0.45-0.82, the net benefit of the logistic regression model was the largest. The logistic regression model clarified the factors contributing to depression, including gender, general health condition, body mass index (BMI), smoking, OSAHS severity, age, education level, ratio of family income to poverty (PIR), and asthma.
CONCLUSION: This study developed three machine learning (ML) models (logistic regression model, lasso model, and random forest model) using the NHANES database to predict depression and identify influencing factors among OSAHS patients. Among them, the logistic regression model was superior to the lasso and random forest models in overall prediction performance. By drawing the nomogram and applying it to the sleep testing center or sleep clinic, sleep technicians and medical staff can quickly and easily identify whether OSAHS patients have depression to carry out the necessary referral and psychological treatment.",other,['visual']
36163151,Involvement of a BH3-only apoptosis sensitizer gene Blm-s in hippocampus-mediated mood control,"Huang PH, Yang TY, Yeh CW, Huang SM, Chang HC, Hung YF, Chu WC, Cho KH, Lu TP, Kuo PH, Lee LJ, Kuo LW, Lien CC, Cheng HJ.",Transl Psychiatry. 2022 Sep 26;12(1):411. doi: 10.1038/s41398-022-02184-6.,Huang PH,Transl Psychiatry,2022,2022/09/26,PMC9512807,,10.1038/s41398-022-02184-6,"Mood disorders are an important public health issue and recent advances in genomic studies have indicated that molecules involved in neurodevelopment are causally related to mood disorders. BLM-s (BCL-2-like molecule, small transcript isoform), a BH3-only proapoptotic BCL-2 family member, mediates apoptosis of postmitotic immature neurons during embryonic cortical development, but its role in the adult brain is unknown. To better understand the physiological role of Blm-s gene in vivo, we generated a Blm-s-knockout (Blm-s-/-) mouse. The Blm-s-/- mice breed normally and exhibit grossly normal development. However, global depletion of Blm-s is highly associated with depression- and anxiety-related behaviors in adult mutant mice with intact learning and memory capacity. Functional magnetic resonance imaging of adult Blm-s-/- mice reveals reduced connectivity mainly in the ventral dentate gyrus (vDG) of the hippocampus with no alteration in the dorsal DG connectivity and in total hippocampal volume. At the cellular level, BLM-s is expressed in DG granule cells (GCs), and Blm-s-/- mice show reduced dendritic complexity and decreased spine density in mature GCs. Electrophysiology study uncovers that mature vGCs in adult Blm-s-/- DG are intrinsically more excitable. Interestingly, certain genetic variants of the human Blm homologue gene (VPS50) are significantly associated with depression traits from publicly resourced UK Biobank data. Taken together, BLM-s is required for the hippocampal mood control function. Loss of BLM-s causes abnormality in the electrophysiology and morphology of GCs and a disrupted vDG neural network, which could underlie Blm-s-null-associated anxiety and depression.",other,['neural network']
